bdf5f667-9a6f-483e-a91f-40b8f0ceec95,U2,439.68,Uber,travel,London, UK,2026-02-27T01:07:47
b0913fe4-f803-4db0-936c-80b65a10b67f,U1,3896.34,Uber,travel,"New York, NY",2026-02-27T02:22:59
1cb673e4-d238-449a-9a1f-5ebcf2e48dd8,U1,459.19,Nike,shopping,"Paris, FR",2026-02-27T02:23:04
68eba7a5-ef5a-48f3-a85e-be1eed6001d8,U1,140.57,Airtel,utilities,"London, UK",2026-02-27T02:23:09
4b71476d-a809-4a66-8b6b-272889116416,U2,2696.82,Electricity Board,utilities,"New York, NY",2026-02-27T02:23:14
4edfea11-c8bf-4133-aa99-deee0238820b,U2,489.08,MakeMyTrip,travel,"Tokyo, JP",2026-02-27T02:23:19
df0da07d-b09e-4358-86c1-59ecc37f81b0,U3,4968.36,Big Basket,groceries,"Los Angeles, CA",2026-02-27T02:23:24
b33cbdbf-1dae-4957-9224-8d2c24d790af,U1,290.82,Binance,crypto,"New York, NY",2026-02-27T02:23:29
c9261efa-5b05-4d6a-bc40-8358d1a34719,U2,462.99,Amazon,shopping,"Tokyo, JP",2026-02-27T02:23:34
fd4ccb29-5f58-4a00-883f-d9cc4215837c,U2,245.47,Amazon,shopping,"New York, NY",2026-02-27T02:23:39
c7ddff0d-778e-4edd-a925-c7ebcea9c8c0,U1,326.96,Netflix,entertainment,"Tokyo, JP",2026-02-27T02:23:44
939535a4-4d8f-4912-a58d-7b8a54abdfa3,U2,417.35,Binance,crypto,"New York, NY",2026-02-27T02:23:49
e11ff5cb-862b-4bd8-913b-a1ac3f57d88a,U3,97.02,Amazon,shopping,"New York, NY",2026-02-27T02:23:54
e0cb7143-8d83-4fa7-8bc1-db7fdef72b2c,U2,21.64,Uber,travel,"Los Angeles, CA",2026-02-27T02:23:59
b475c2bf-8c39-4df5-a8f5-d86f9b4189be,U3,151.85,Amazon,shopping,"Paris, FR",2026-02-27T02:24:04
189fade7-4bec-442b-a061-8f24990da6d6,U1,235.72,MakeMyTrip,travel,"Los Angeles, CA",2026-02-27T02:24:09
fc22f5c8-7110-46e9-912f-b210bb84a4fa,U3,140.56,Netflix,entertainment,"Paris, FR",2026-02-27T02:24:14
f89969fe-1278-4462-a605-b7fefd87cbab,U2,320.28,Netflix,entertainment,"New York, NY",2026-02-27T02:24:19
9f4c9372-fe44-4c53-a2d4-31983f42e407,U3,460.78,Airtel,utilities,"Tokyo, JP",2026-02-27T02:24:24
a2ff4b8d-7844-4020-af98-355f2b2bb3cc,U2,307.43,MakeMyTrip,travel,"New York, NY",2026-02-27T02:24:29
b0a0ccfc-ec97-45a0-ac33-e0fc000573c4,U2,376.55,Electricity Board,utilities,"Tokyo, JP",2026-02-27T02:24:35
e66601c1-def2-4a4b-afa3-aa347ba0a4e7,U1,474.97,MakeMyTrip,travel,"New York, NY",2026-02-27T02:24:40
be51eb66-04b5-432b-b58d-72ff092b4bd1,U3,173.41,Nike,shopping,"Los Angeles, CA",2026-02-27T02:24:45
3e710596-643e-49e1-982e-4b5e4258dc2a,U3,462.1,MakeMyTrip,travel,"London, UK",2026-02-27T02:24:50
b10b1b1b-ceca-43cb-bdf7-83d2a1555802,U2,220.62,Netflix,entertainment,"Los Angeles, CA",2026-02-27T02:24:55
f631fb45-1298-4fba-9ddd-cd7c179c0732,U2,472.95,Nike,shopping,"New York, NY",2026-02-27T02:25:00
76d18571-60bb-433e-9abf-3b93b2f1d7aa,U3,221.05,Big Basket,groceries,"New York, NY",2026-02-27T02:25:05
864aa87f-2afe-4564-94bc-a5192956108e,U2,132.54,Airtel,utilities,"Tokyo, JP",2026-02-27T02:25:10
6d07777a-c98e-428f-beea-81e60924034f,U1,109.01,Binance,crypto,"New York, NY",2026-02-27T02:25:15
966bd92a-a3bc-4af6-8ffd-f4c1a3bd6595,U3,2277.8,Netflix,entertainment,"London, UK",2026-02-27T02:25:20
faaf2f07-0824-435c-a3f8-d176aedbcdaa,U1,171.93,Electricity Board,utilities,"Los Angeles, CA",2026-02-27T02:25:25
5493bc26-2371-4a55-a088-80751b81d74c,U1,97.54,PVR Cinemas,entertainment,"London, UK",2026-02-27T02:25:30
6739e559-6bc7-4cef-aecb-3de923b6bfd9,U3,445.71,Amazon,shopping,"Los Angeles, CA",2026-02-27T02:25:35
47059669-c71b-4bba-9846-ce10e51cd802,U1,300.73,Big Basket,groceries,"Tokyo, JP",2026-02-27T02:25:40
d57cb21a-5da2-4e05-9456-838266b21eb5,U1,65.42,MakeMyTrip,travel,"London, UK",2026-02-27T02:25:45
1150b243-dabc-42e7-bc75-53cba535bed6,U2,479.61,Uber,travel,"Paris, FR",2026-02-27T02:25:50
45f4bac0-4637-405a-b761-7278e3341547,U1,3052.55,Airtel,utilities,"Los Angeles, CA",2026-02-27T02:25:55
531d5fc6-469f-4ea1-8dac-b0df9961fb96,U3,466.93,Amazon,shopping,"New York, NY",2026-02-27T02:26:00
9aedfb71-e36e-408f-a1e3-98b07e195e91,U2,404.85,Electricity Board,utilities,"Los Angeles, CA",2026-02-27T02:26:05
59da8f2f-e2f5-409f-a889-38eef7db9b91,U2,22.24,Nike,shopping,"New York, NY",2026-02-27T02:26:10
ab2425b1-5223-44cf-8ff6-dd7a5f1c3275,U3,38.68,Big Basket,groceries,"Los Angeles, CA",2026-02-27T02:26:15
a8469821-7aea-4379-b80f-d25c99c8d073,U2,238.72,Big Basket,groceries,"Los Angeles, CA",2026-02-27T02:26:20
f359a38d-bed2-44ec-ba5b-5dc688d62515,U3,459.79,Amazon,shopping,"London, UK",2026-02-27T02:26:25
5826bacc-ad38-4e92-80e0-b34daad0802c,U1,448.49,Amazon,shopping,"London, UK",2026-02-27T02:26:30
883d3037-740a-490d-a4a5-934404f9385c,U1,288.15,Airtel,utilities,"London, UK",2026-02-27T02:26:35
aa35ca93-1820-4f66-9cd1-2e2d8f3cec69,U1,31.58,PVR Cinemas,entertainment,"Los Angeles, CA",2026-02-27T02:26:40
9397c100-e7e3-49e5-b30a-d3278b508146,U2,144.87,MakeMyTrip,travel,"Los Angeles, CA",2026-02-27T02:26:45
6b62fd93-a801-4876-b7af-ef13bbd6de29,U1,428.51,Netflix,entertainment,"London, UK",2026-02-27T02:26:50
052510a2-2e34-48aa-b905-9f98f1435446,U3,93.26,Uber,travel,"Los Angeles, CA",2026-02-27T02:26:55
db33eaf6-96db-4f07-a720-02377a98a858,U1,98.25,PVR Cinemas,entertainment,"Tokyo, JP",2026-02-27T02:27:00
4ae250af-e6f2-4f94-8c85-6c5da1dc8213,U3,4033.94,PVR Cinemas,entertainment,"London, UK",2026-02-27T02:27:05
22df8b54-89a2-4731-ac74-5dde987ac665,U3,466.95,Netflix,entertainment,"New York, NY",2026-02-27T02:27:10
b9ddae32-8fef-439e-ad8f-756c4ec17438,U2,236.48,Netflix,entertainment,"London, UK",2026-02-27T02:27:15
610b0175-b7b4-4c0d-b54d-c014bcaf8ed3,U2,415.79,Netflix,entertainment,"London, UK",2026-02-27T02:27:20
fc690bda-5759-4b09-a54c-aec0e7f67ad0,U1,443.93,Big Basket,groceries,"London, UK",2026-02-27T02:27:25
ee78bbb6-fcd6-4167-a6e1-d6d650731256,U3,168.8,MakeMyTrip,travel,"London, UK",2026-02-27T02:27:30
ee6d5292-d1d9-427d-83ff-848b20744129,U1,320.01,Airtel,utilities,"London, UK",2026-02-27T02:27:35
62d179b8-c64d-4c1c-b8b7-d83fd7024d65,U1,482.92,MakeMyTrip,travel,"London, UK",2026-02-27T02:27:40
f0939c9c-1e03-4b2e-9e1c-e769b320a326,U1,350.96,Binance,crypto,"Los Angeles, CA",2026-02-27T02:27:45
16e130e1-b73b-46c5-b952-6fda58159616,U1,39.26,PVR Cinemas,entertainment,"London, UK",2026-02-27T02:27:50
b3669cd6-7d13-473d-9235-7503671bb79a,U2,3241.41,MakeMyTrip,travel,"Los Angeles, CA",2026-02-27T02:27:55
16a24b43-c32b-40cc-af4f-a60ec0b04b5b,U3,242.63,Airtel,utilities,"Los Angeles, CA",2026-02-27T02:28:00
fc325d3d-97e4-420e-96cb-a628326d5957,U2,93.08,MakeMyTrip,travel,"Tokyo, JP",2026-02-27T02:28:05
3cc6b334-d21a-4389-8645-9e37f7df71ad,U1,4081.75,MakeMyTrip,travel,"London, UK",2026-02-27T02:28:10
4340777c-cbff-4ae8-a378-a9cb7fe417c4,U1,311.99,Big Basket,groceries,"Tokyo, JP",2026-02-27T02:28:15
42d17db5-967b-4bb0-be01-cb69fd557962,U1,10.85,Big Basket,groceries,"Tokyo, JP",2026-02-27T02:28:20
21ea973a-d49d-4e79-a5e2-8d4c7a2fc7b4,U1,2225.55,Amazon,shopping,"New York, NY",2026-02-27T02:28:25
9273378a-d4dd-4345-85a9-fe1db9fcd2e8,U1,335.58,PVR Cinemas,entertainment,"London, UK",2026-02-27T02:28:30
6e8762bb-d867-44b5-a2e8-39e2a24a9b7f,U1,210.06,Nike,shopping,"Tokyo, JP",2026-02-27T02:28:35
536aa35c-86b6-4be1-8b0f-b051d793fdf6,U2,87.21,PVR Cinemas,entertainment,"Paris, FR",2026-02-27T02:28:40
81532ecf-d2e5-4b1f-b1c6-8253c5881a3d,U2,355.78,Big Basket,groceries,"New York, NY",2026-02-27T02:28:45
303cd7b8-6cb8-4773-a984-8b0779791810,U1,85.47,MakeMyTrip,travel,"Los Angeles, CA",2026-02-27T02:28:51
717cc561-79da-42f2-b63d-5dbfc0267f66,U3,528.96,Netflix,entertainment,"Paris, FR",2026-02-27T02:29:00
21e9866d-0af8-47a7-b778-b6a3dc78afde,U1,608.97,MakeMyTrip,travel,"Paris, FR",2026-02-27T02:29:03
f0661e3e-2610-44e4-acd5-0fe987aef086,U3,3243.16,MakeMyTrip,travel,"Paris, FR",2026-02-27T02:29:06
33343b36-1bd6-4ee6-815d-af164a3bc10f,U3,573.29,Uber,travel,"New York, NY",2026-02-27T02:29:09
9adefcbf-3584-4dfd-b6f2-474fc5139e26,U1,690.53,Binance,crypto,"New York, NY",2026-02-27T02:29:12
93a2c63b-8936-45d1-8ed0-eb51205eaf2c,U2,690.19,Airtel,utilities,"Los Angeles, CA",2026-02-27T02:29:15
8cfd2d11-a73f-4ce4-abb1-cd90765d286c,U2,257.85,PVR Cinemas,entertainment,"Los Angeles, CA",2026-02-27T02:29:18
08db87ce-d1d1-4885-bd51-30d617f67378,U3,16.59,Uber,travel,"Tokyo, JP",2026-02-27T02:29:21
27d1294b-c931-4d03-8979-8506e2025fe5,U3,257.98,Netflix,entertainment,"Paris, FR",2026-02-27T02:29:24
d29a4dbf-62a7-4f87-8614-fb1392e1accf,U3,78.1,Electricity Board,utilities,"Los Angeles, CA",2026-02-27T02:29:27
e82b8c81-4fc6-431d-ae91-1782c00dfb06,U1,5221.7,Uber,travel,"Tokyo, JP",2026-02-27T02:29:30
c4727aaf-0e3e-4c3f-9ef8-32592edd6762,U1,541.67,Big Basket,groceries,"Los Angeles, CA",2026-02-27T02:29:33
668be956-7a55-4f85-88ef-051c8acf5e73,U3,747.57,Nike,shopping,"London, UK",2026-02-27T02:29:36
aa3d3810-52f4-4a10-9f2d-d4f34b99bb86,U3,457.35,Big Basket,groceries,"London, UK",2026-02-27T02:29:39
4bb38d01-eb09-4001-837a-68c2fe12c5a5,U2,641.04,Big Basket,groceries,"Paris, FR",2026-02-27T02:29:42
280e7680-cc9a-4fdd-b3db-a32547d65964,U3,599.71,Amazon,shopping,"New York, NY",2026-02-27T02:29:45
54da4f4a-69a3-4aa4-809b-fe9f242994ec,U3,145.21,Airtel,utilities,"New York, NY",2026-02-27T02:29:48
3b5b15e1-6053-4e71-89c8-2c903ef1438c,U2,414.8,Electricity Board,utilities,"New York, NY",2026-02-27T02:29:51
1246dd43-20aa-4a31-92c5-c06fa946be04,U2,371.45,Uber,travel,"New York, NY",2026-02-27T02:29:54
c632fafe-7151-4529-8659-86fcb24592ac,U1,279.47,Airtel,utilities,"Los Angeles, CA",2026-02-27T02:29:57
6c695df0-20ba-4fce-be1c-8e08c2293d73,U1,778.89,MakeMyTrip,travel,"New York, NY",2026-02-27T02:30:00
a52515f2-ad33-415f-b058-df7ef87e4ceb,U1,784.23,Nike,shopping,"Paris, FR",2026-02-27T02:30:03
a37b6559-4219-4474-928c-9734199a816c,U2,349.01,Binance,crypto,"New York, NY",2026-02-27T02:30:06
ce8b86e5-5790-4a6a-8dac-1d8c40c596ef,U3,4465.79,Uber,travel,"Los Angeles, CA",2026-02-27T02:30:09
8187125b-559a-43cc-8837-e37500f2b00f,U1,233.53,Netflix,entertainment,"London, UK",2026-02-27T02:30:12
598173a6-5e78-4559-8070-58cf697d632d,U2,332.17,Amazon,shopping,"New York, NY",2026-02-27T02:30:15
48855fe8-042e-4f51-8c9e-c94761c54cee,U3,223.67,Binance,crypto,"New York, NY",2026-02-27T02:30:18
3d5b3014-6873-4383-8906-b581d0ece3df,U3,728.57,MakeMyTrip,travel,"Paris, FR",2026-02-27T02:30:21
e8b5e17a-5758-4b84-a164-a38eecca775d,U1,433.43,Amazon,shopping,"Tokyo, JP",2026-02-27T02:30:24
43017b73-a67a-43a8-a805-0d874a5b1b7a,U2,687.73,Nike,shopping,"Tokyo, JP",2026-02-27T02:30:27
5a40941d-fab0-4e76-bbe8-465922f03fed,U3,618.91,Netflix,entertainment,"Los Angeles, CA",2026-02-27T02:30:30
9991b2dd-42f3-4fbd-a068-4fad10c2f0aa,U1,161.0,Netflix,entertainment,"New York, NY",2026-02-27T02:30:33
fcafeec0-2466-4f81-aaab-4bbc45b3b4fa,U2,547.42,Binance,crypto,"Los Angeles, CA",2026-02-27T02:30:36
b846450d-311a-47ec-af2f-da4483c0c716,U2,6316.44,Binance,crypto,"London, UK",2026-02-27T02:30:39
1b642c78-e92b-4162-bfe3-046b40e60163,U1,495.54,Amazon,shopping,"Paris, FR",2026-02-27T02:30:42
7b454774-dab6-4d5d-8108-32efe5ef2a80,U3,212.42,Uber,travel,"New York, NY",2026-02-27T02:30:45
96a48794-b211-4fe2-a34f-6cef6281a741,U2,2538.96,Binance,crypto,"New York, NY",2026-02-27T02:30:48
3d6dc781-3dd2-43cd-b43d-6389901e5971,U2,417.35,Nike,shopping,"Los Angeles, CA",2026-02-27T02:30:51
d0900424-c305-42db-a2e8-86e8865889e5,U2,5986.38,Electricity Board,utilities,"Los Angeles, CA",2026-02-27T02:30:54
d43e44c3-6860-43e0-b28a-8c974568e096,U2,220.73,PVR Cinemas,entertainment,"London, UK",2026-02-27T02:30:57
38ddf561-ee23-4bb3-bdc1-0785bc1717e3,U3,573.46,Electricity Board,utilities,"Paris, FR",2026-02-27T02:31:00
986b3ecd-ecff-4d2b-bd8b-d02d5c0b7385,U2,2957.5,Electricity Board,utilities,"Tokyo, JP",2026-02-27T02:31:03
d76b0b35-546d-4624-a39d-777fe1963ddd,U3,21291.84,Netflix,entertainment,"New York, NY",2026-02-27T02:31:06
bdca1696-75fc-4c65-abd8-feae5b0bd293,U3,2932.51,MakeMyTrip,travel,"Tokyo, JP",2026-02-27T02:31:09
831bdb0d-031f-479d-80bc-472dc8cddd76,U2,3640.34,MakeMyTrip,travel,"London, UK",2026-02-27T02:31:12
2e5d3462-5658-4e18-ae48-1d571f35aa64,U1,265.95,MakeMyTrip,travel,"Los Angeles, CA",2026-02-27T02:31:15
2598930a-fa50-49e0-aeb6-4e08e7f1edc0,U1,21052.84,Uber,travel,"Paris, FR",2026-02-27T02:31:18
74abbd03-3993-44a9-bc91-e6d37ecf6cfc,U3,19340.33,MakeMyTrip,travel,"London, UK",2026-02-27T02:31:21
f89eb011-d92f-41c6-9689-3faf5677e7f6,U1,365.74,Airtel,utilities,"New York, NY",2026-02-27T02:31:24
0cb19124-b047-4e85-b636-6c15b2156a03,U1,5542.33,Airtel,utilities,"New York, NY",2026-02-27T02:31:27
8c21d38c-a8ec-430f-ba06-55b601e4f029,U1,61.03,Electricity Board,utilities,"Los Angeles, CA",2026-02-27T02:31:30
f8932edd-1d44-429e-98e9-c593aa045784,U2,717.97,MakeMyTrip,travel,"Paris, FR",2026-02-27T02:31:33
5d1fb60b-757b-45b2-934b-9ab9fe7d43ab,U3,508.92,MakeMyTrip,travel,"London, UK",2026-02-27T02:31:36
ad911c7b-e17e-43c8-b6bb-13a159a4b627,U2,7881.24,Amazon,shopping,"Paris, FR",2026-02-27T02:31:39
85948c6f-4beb-447d-a969-11c48baabf34,U1,500.51,PVR Cinemas,entertainment,"Los Angeles, CA",2026-02-27T02:31:42
4425411f-e15d-4e7b-bdcf-34c8ea274aa3,U3,704.01,Big Basket,groceries,"Los Angeles, CA",2026-02-27T02:31:45
e523e486-f4e7-42e2-b2ed-6cff0112444e,U3,604.49,Big Basket,groceries,"London, UK",2026-02-27T02:31:48
c9336418-f162-4de0-a134-069aa2ad0574,U1,689.07,Electricity Board,utilities,"New York, NY",2026-02-27T02:31:51
4868df0c-f14d-4963-932e-27a01aa6308d,U3,494.65,PVR Cinemas,entertainment,"New York, NY",2026-02-27T02:31:54
a3e6dc1f-8aae-4792-8a2f-428b57616191,U2,29.72,Netflix,entertainment,"London, UK",2026-02-27T02:31:57
4ca6d628-4c00-48b1-a31f-1e10e0719ee8,U3,586.41,MakeMyTrip,travel,"Los Angeles, CA",2026-02-27T02:32:00
38979022-1368-416e-bd68-6b1fec3040e0,U1,5285.48,Big Basket,groceries,"Tokyo, JP",2026-02-27T02:32:03
519f05e2-d1ee-4b49-afc2-970dffbb5b29,U1,58.02,PVR Cinemas,entertainment,"Paris, FR",2026-02-27T02:32:06
2e13d902-c422-4a06-b2d6-c6022d664b42,U2,748.05,Electricity Board,utilities,"Paris, FR",2026-02-27T02:32:09
f32f0fc4-13e7-47f1-9652-d7b619d5b1ed,U3,81.61,Amazon,shopping,"Tokyo, JP",2026-02-27T02:32:12
89d3158c-9fef-4669-84e8-aceeebf69788,U3,513.67,PVR Cinemas,entertainment,"London, UK",2026-02-27T02:32:15
c27f7cc2-3315-410c-accf-c535d0d389d2,U1,2788.58,Binance,crypto,"London, UK",2026-02-27T02:32:18
61dd362e-d522-4d41-9013-002d20622be5,U2,51.38,Electricity Board,utilities,"Tokyo, JP",2026-02-27T02:32:21
ac9f1f49-3c5c-4916-9ffa-a52929c04ad5,U3,440.26,Amazon,shopping,"Tokyo, JP",2026-02-27T02:32:24
8305772b-478d-4a36-b953-1a135d655f8d,U2,463.11,Airtel,utilities,"London, UK",2026-02-27T02:32:27
dc0575c3-3c33-4667-8579-48d73d292b98,U1,7762.54,PVR Cinemas,entertainment,"Paris, FR",2026-02-27T02:32:30
fd2fe6c9-eb05-4658-83f5-af6e17060d79,U1,212.51,MakeMyTrip,travel,"New York, NY",2026-02-27T02:32:33
240fecd7-1d04-488e-8352-861caa9daf94,U2,223.66,Electricity Board,utilities,"London, UK",2026-02-27T02:32:37
7ea21be1-e6c2-464d-8fe1-576c8e1cf9db,U1,507.27,Uber,travel,"Tokyo, JP",2026-02-27T02:32:40
1a3aad36-7f4b-410e-bf60-b2cd5474320b,U2,6145.91,Electricity Board,utilities,"New York, NY",2026-02-27T02:32:43
b0f913d7-a3be-49f5-adad-42c4245bc900,U3,180.52,Airtel,utilities,"Tokyo, JP",2026-02-27T02:32:46
cbba240f-e75c-43ae-a396-78bd776d4814,U3,493.44,Airtel,utilities,"Paris, FR",2026-02-27T02:32:49
f070ea99-9147-4ec0-af98-3e5a25c70621,U2,460.83,Uber,travel,"Tokyo, JP",2026-02-27T02:32:52
7a60d236-6064-4281-814b-4dbbf1998e4b,U3,6842.89,Nike,shopping,"Los Angeles, CA",2026-02-27T02:32:55
7f32260b-e400-4b5a-ad3c-8d9f90278588,U3,107.64,MakeMyTrip,travel,"Los Angeles, CA",2026-02-27T02:32:58
bbe47f6e-7479-4a82-8d8b-134c884e6117,U2,187.03,Electricity Board,utilities,"Paris, FR",2026-02-27T02:33:01
b0e7f1f3-4721-42ba-9052-e11a4c9e6079,U2,5546.84,Electricity Board,utilities,"Los Angeles, CA",2026-02-27T02:33:04
412efb31-780a-4462-8e83-ba173a3ce171,U3,78.98,Netflix,entertainment,"New York, NY",2026-02-27T02:33:07
6805dd42-e086-4195-93a4-3e152750afb6,U2,757.44,MakeMyTrip,travel,"New York, NY",2026-02-27T02:33:10
713cce8f-f8ca-494f-90a2-e38e285e7026,U2,357.06,Netflix,entertainment,"New York, NY",2026-02-27T02:33:13
0f27931c-8b28-491d-acae-a0cab7267db8,U3,7988.8,MakeMyTrip,travel,"Tokyo, JP",2026-02-27T02:33:16
9e5c9f7b-1bd5-45ec-8d8a-a8f6cfa0b4a6,U2,17204.46,Netflix,entertainment,"New York, NY",2026-02-27T02:33:19
6f606742-d334-4d57-a203-c8f7396748c2,U1,20806.02,PVR Cinemas,entertainment,"Paris, FR",2026-02-27T02:33:22
15e1e4be-4625-4c31-a9ed-1d57669a458f,U2,364.99,Amazon,shopping,"Los Angeles, CA",2026-02-27T02:33:25
5a6a9aba-ec33-45b1-bc16-8353a2ab7a14,U2,239.57,Airtel,utilities,"Tokyo, JP",2026-02-27T02:33:28
51a360b7-a0ba-4f34-8ad7-387fdd255258,U2,540.65,MakeMyTrip,travel,"Los Angeles, CA",2026-02-27T02:33:31
968d4243-e957-42ac-bbd3-1347a6eb54c2,U3,44.69,Electricity Board,utilities,"Los Angeles, CA",2026-02-27T02:33:34
ecb69322-83f6-4f0f-9b81-089b93e8972c,U3,370.11,Electricity Board,utilities,"London, UK",2026-02-27T02:33:37
2a98311e-ff61-437b-bb7f-6b4d0f1daf3e,U3,21.29,Big Basket,groceries,"Paris, FR",2026-02-27T02:33:40
a0bd0d4a-bf4c-44b9-a2c9-25d81fa05f91,U2,442.57,Amazon,shopping,"Los Angeles, CA",2026-02-27T02:33:43
d2f69328-458e-4dc1-bbee-8ea912fd18fd,U1,29.52,Netflix,entertainment,"Paris, FR",2026-02-27T02:33:46
2659bd5c-0df0-485f-884b-2ae561cfc938,U1,680.02,Amazon,shopping,"Paris, FR",2026-02-27T02:33:49
28fef707-5248-4ae0-897f-144efc8ca3fc,U1,5942.54,Netflix,entertainment,"London, UK",2026-02-27T02:33:52
08aea5bf-a7f0-4b6b-bbc2-78d8852919d0,U1,18372.06,Airtel,utilities,"Los Angeles, CA",2026-02-27T02:33:55
31941d1d-2553-4161-96ef-16fcd51305b1,U3,7362.79,Airtel,utilities,"New York, NY",2026-02-27T02:33:58
a76d83f2-98cc-4d19-8150-5de3c08ed4f2,U2,39.78,Uber,travel,"Los Angeles, CA",2026-02-27T02:34:01
78452dd4-5cf8-476d-b1fb-0b7dac165b9f,U1,660.82,Nike,shopping,"Tokyo, JP",2026-02-27T02:34:04
9c734e9c-10ee-41db-ab42-20961690fe68,U3,4010.41,PVR Cinemas,entertainment,"Los Angeles, CA",2026-02-27T02:34:07
fcafb6b3-abcd-4717-adbd-86c904d17d76,U3,6.5,Nike,shopping,"Los Angeles, CA",2026-02-27T02:34:10
b008c975-26a1-48fd-a1fa-152e13e9150a,U3,619.03,MakeMyTrip,travel,"Paris, FR",2026-02-27T02:34:13
53561e04-cbcf-41f4-a76a-e5006d24701d,U1,7905.54,Uber,travel,"London, UK",2026-02-27T02:34:16
7c5b2677-7767-4a27-88b4-ca0c9034b46f,U1,70.02,Electricity Board,utilities,"Paris, FR",2026-02-27T02:34:19
f7a00fa1-2b5e-43b4-a48a-c51119540f15,U2,523.11,Amazon,shopping,"Paris, FR",2026-02-27T02:34:22
d73d687c-d6f2-43a9-9ab4-4f99fd78624c,U3,579.3,MakeMyTrip,travel,"Paris, FR",2026-02-27T02:34:25
442270ca-966e-406e-8a22-2ec72d183700,U2,319.02,Binance,crypto,"Paris, FR",2026-02-27T02:34:28
38755b0b-01ee-4ded-bd96-100895ad5ec1,U3,428.41,Airtel,utilities,"London, UK",2026-02-27T02:34:31
1c1a13ba-569f-4b5c-98c1-25e7cc2672dd,U1,441.61,Binance,crypto,"Tokyo, JP",2026-02-27T02:34:34
776443cf-8502-46a6-9c6a-3f6e2f1bbb94,U2,240.37,PVR Cinemas,entertainment,"Los Angeles, CA",2026-02-27T02:34:37
277b16ca-e04d-4560-b38a-6b129366c2a0,U3,15394.66,Binance,crypto,"Tokyo, JP",2026-02-27T02:34:40
125b13eb-1b4f-455d-ac1f-c25332704420,U2,431.07,Uber,travel,"Tokyo, JP",2026-02-27T02:34:43
55021567-cb7c-4d4c-8317-080d7f29ae81,U1,653.14,Electricity Board,utilities,"Los Angeles, CA",2026-02-27T02:34:46
50933c24-49c3-4fee-b649-fef8c4eae89e,U2,734.11,Uber,travel,"Tokyo, JP",2026-02-27T02:34:49
333bc569-ed1e-4c29-ae36-63d9f81d3471,U3,654.89,Big Basket,groceries,"London, UK",2026-02-27T02:34:52
2f5f53d2-9f6c-406e-9a0b-8e018576b4bc,U1,320.64,Nike,shopping,"Los Angeles, CA",2026-02-27T02:34:55
58f36551-30e2-4aef-a99b-401508415456,U1,513.96,Amazon,shopping,"New York, NY",2026-02-27T02:34:58
4fc7ae27-9b6c-432c-8d41-cfefed7abb81,U3,589.28,Amazon,shopping,"Tokyo, JP",2026-02-27T02:35:01
22ec0a5f-c043-47dd-9f54-4ba761fde1b1,U3,366.82,Electricity Board,utilities,"New York, NY",2026-02-27T02:35:04
c9f94ff1-f980-4d87-ba62-70e042785769,U2,14497.6,Big Basket,groceries,"Los Angeles, CA",2026-02-27T02:35:07
6e6cb944-95d5-4ae1-b1a9-e87925a531b2,U3,225.92,Nike,shopping,"New York, NY",2026-02-27T02:35:10
2914cd50-286c-416f-b677-3be8d11dbad1,U1,301.83,Electricity Board,utilities,"Paris, FR",2026-02-27T02:35:13
d4390e29-02c3-423e-82dc-6899bb2fdc8e,U3,649.92,Nike,shopping,"Los Angeles, CA",2026-02-27T02:35:16
c6e180d7-b56c-47d7-9760-fd600167f807,U1,272.49,Binance,crypto,"New York, NY",2026-02-27T02:35:19
c41e75a8-3648-4eab-aa69-4837b3b2ea9e,U2,93.0,Uber,travel,"London, UK",2026-02-27T02:35:22
0dada8b1-3047-40f1-a524-3e1c42e821ee,U2,605.69,Nike,shopping,"Los Angeles, CA",2026-02-27T02:35:25
877252e0-dc86-4b50-8382-806cd7bfc81f,U1,3533.56,MakeMyTrip,travel,"Tokyo, JP",2026-02-27T02:35:28
60558df8-3e7f-4690-8c6a-4dd4810ac463,U3,22127.14,Big Basket,groceries,"New York, NY",2026-02-27T02:35:31
8b0ffd38-0a91-44a7-93f4-c39fd1f0ada3,U2,761.32,Nike,shopping,"New York, NY",2026-02-27T02:35:34
8748396e-de02-486e-b6b6-eb0a00c56a62,U1,349.96,Airtel,utilities,"Tokyo, JP",2026-02-27T02:35:37
ff006e45-b4b8-4fc4-94c9-f5fa4043c282,U3,5660.86,Electricity Board,utilities,"London, UK",2026-02-27T02:35:40
43fe6c52-d550-4793-a3ed-38d24b3f162e,U1,772.99,Big Basket,groceries,"Los Angeles, CA",2026-02-27T02:35:43
996ae29e-82e4-4d5f-9366-3bf6699b60f9,U2,308.27,MakeMyTrip,travel,"Paris, FR",2026-02-27T02:35:46
7affeef6-9cff-4397-bd1c-12d05033915d,U1,476.05,Netflix,entertainment,"Los Angeles, CA",2026-02-27T02:35:49
ee2d6df7-938b-4bdd-b5f1-de3d4ff8a5dc,U2,732.12,Nike,shopping,"Tokyo, JP",2026-02-27T02:35:52
8ec8888a-923e-4032-85c9-d00f460c63cf,U1,593.06,Netflix,entertainment,"Paris, FR",2026-02-27T02:35:55
f8c948ab-f319-40c9-b642-cf6d635f152a,U2,715.56,Binance,crypto,"Tokyo, JP",2026-02-27T02:35:58
7bfe00f1-b50b-4c78-b1d6-f38ca001643a,U2,296.44,Big Basket,groceries,"Los Angeles, CA",2026-02-27T02:36:01
